name	number
five	95
ten	23
eight	15
two	34
one	67
one	14
eight	17
one	59
ten	13
four	26
seven	31
seven	37
ten	2
nine	96
six	70
ten	94
ten	76
two	40
five	7
one	20
eight	13
one	53
ten	49
five	86
ten	71
eight	89
seven	59
ten	82
three	85
ten	0
six	55
three	27
five	48
three	57
seven	16
three	90
nine	21
three	21
one	58
ten	5
one	35
ten	48
eight	54
four	14
eight	32
two	75
five	56
nine	46
two	43
two	92
five	83
nine	16
ten	2
eight	17
three	82
six	50
six	29
nine	29
seven	39
four	99
eight	56
nine	12
three	88
eight	13
two	61
six	76
nine	92
six	35
six	71
seven	33
eight	2
ten	78
one	15
four	68
eight	70
three	67
eight	85
one	22
four	28
seven	59
four	91
nine	14
eight	73
nine	86
four	79
four	32
seven	51
seven	35
eight	37
ten	96
nine	44
one	87
two	24
two	89
eight	77
ten	31
seven	38
one	73
seven	38
two	95
eight	17
one	64
four	75
two	1
six	95
ten	88
three	9
six	82
one	16
three	14
eight	59
nine	90
six	42
one	24
ten	66
nine	98
eight	16
six	66
six	38
nine	33
three	42
six	64
four	10
eight	84
eight	9
one	65
two	18
seven	67
nine	92
three	91
nine	70
one	32
seven	59
four	1
ten	18
nine	89
seven	39
three	29
eight	62
ten	89
three	17
eight	23
eight	15
ten	19
nine	39
one	28
two	12
one	6
seven	8
five	1
eight	31
seven	42
one	46
eight	37
seven	91
six	3
two	0
eight	25
ten	82
seven	29
three	44
five	78
three	38
one	79
two	20
ten	34
two	74
four	67
ten	79
ten	23
three	57
one	51
one	62
six	94
six	3
four	23
one	9
six	58
four	44
nine	3
three	68
four	68
three	41
four	48
eight	30
seven	68
eight	23
six	60
ten	11
seven	34
five	46
ten	19
nine	5
two	48
seven	19
eight	88
six	21
five	98
six	79
two	58
three	88
nine	6
three	68
one	13
seven	41
eight	92
three	59
ten	10
two	44
seven	22
six	90
nine	55
nine	59
three	49
seven	49
seven	51
ten	9
ten	77
ten	20
one	0
two	58
eight	2
four	78
seven	77
four	41
six	69
two	90
two	59
three	79
one	82
nine	26
seven	72
four	14
seven	10
one	60
eight	93
nine	21
ten	41
five	80
seven	22
eight	46
five	42
ten	60
four	4
seven	75
eight	15
eight	24
six	65
two	50
seven	57
three	10
two	25
two	30
three	2
nine	35
four	79
seven	53
nine	10
ten	5
two	38
three	30
eight	23
eight	40
three	95
seven	94
ten	37
two	60
ten	22
seven	1
five	8
four	5
eight	7
two	59
nine	5
four	84
five	47
one	68
three	13
two	62
three	82
seven	59
one	20
two	52
ten	66
two	30
nine	56
five	2
two	46
ten	58
five	88
nine	32
four	85
five	72
seven	55
five	72
six	6
ten	27
four	39
nine	36
six	22
two	63
nine	46
seven	49
ten	60
eight	21
five	25
four	83
four	34
five	14
five	60
six	99
one	48
ten	53
nine	51
six	62
nine	75
nine	66
six	61
two	1
two	16
two	64
five	89
four	0
four	64
seven	22
four	75
eight	79
ten	97
ten	33
five	97
five	15
six	69
four	97
four	3
seven	37
six	49
six	42
one	88
two	77
five	4
seven	51
one	70
two	7
ten	45
eight	81
six	98
eight	99
six	26
one	39
four	64
seven	18
three	52
two	94
six	11
ten	41
six	35
five	68
nine	86
seven	14
ten	10
nine	67
four	7
six	38
eight	74
four	12
four	36
two	29
seven	6
three	53
two	60
four	99
four	15
eight	53
ten	81
four	93
one	62
five	52
four	85
eight	97
five	77
four	3
nine	44
one	6
eight	84
seven	66
six	81
one	39
eight	73
seven	48
one	12
five	21
eight	66
nine	49
eight	33
ten	63
two	62
two	44
seven	71
four	3
ten	56
three	86
seven	1
eight	78
six	93
ten	69
four	98
seven	11
one	46
three	22
nine	87
one	6
two	97
three	18
ten	52
two	78
eight	65
six	89
three	7
four	40
five	78
five	17
nine	36
three	26
nine	88
three	67
two	37
four	32
nine	47
six	51
eight	91
four	31
ten	57
three	80
eight	16
ten	1
three	2
nine	96
ten	96
three	6
two	27
five	72
one	35
one	47
ten	5
seven	61
three	22
one	47
eight	12
one	45
eight	77
eight	58
nine	22
six	69
five	52
ten	13
five	86
ten	54
seven	53
four	57
four	7
four	59
five	9
one	34
seven	44
two	31
five	54
seven	9
six	46
